Frequency - Plot 0	Amplitude - Plot 0		
1	9.64478	
1.25	9.99075	
1.5	9.99075	
1.75	9.99075	
2	10.0094	
2.25	10.0094	
2.5	10.0173	
2.75	10.0173	
3	10.0981	
3.25	10.0981	
3.5	10.0721	
3.75	10.0721	
4	10.219	
4.25	10.1577	
4.5	10.3038	
4.75	10.3038	
5	10.2952	
5.25	10.4307	
5.5	10.4307	
5.75	10.4078	
6	10.4351	
6.25	10.4351	
6.5	10.3813	
6.75	6.81	
7	10.5229	
7.25	10.5229	
7.5	5.694	
7.75	5.694	
8	5.694	
8.25	5.694	
8.5	6.01187	
8.75	10.2527	
9	10.5155	
9.25	10.5155	
9.5	10.5155	
9.75	10.5946	
10	10.5946	
10.25	10.4935	
10.5	10.4935	
10.75	10.7194	
11	10.7675	
11.25	11	
11.5	11.2606	
11.75	11.3089	
12	11.3868	
12.25	11.3868	
12.5	11.3868	
12.75	11.4102	
13	11.6432	
13.25	11.6201	
13.5	11.6145	
13.75	11.6145	
14	11.7655	
14.25	11.7408	
14.5	11.8112	
14.75	11.5276	
15	11.5276	
15.25	12.2297	
15.5	12.9697	
15.75	12.8721	
16	12.5604	
16.25	12.3054	
16.5	12.007	
16.75	12.007	
17	11.351	
17.25	11.351	
17.5	11.351	
17.75	11.0045	
18	11.1692	
18.25	11.2373	
18.5	11.1932	
18.75	11.1659	
19	10.9217	
19.25	10.9217	
19.5	10.4821	
19.75	10.4821	
20	10.3028	
20.25	10.1719	
20.5	9.94086	
20.75	9.94086	
21	10.625	
21.25	10.8819	
21.5	10.8819	
21.75	11.3911	
22	10.3379	
22.25	11.1712	
22.5	10.757	
22.75	9.85605	
23	9.85605	
23.25	9.85605	
23.5	9.6246	
23.75	9.27405	
24	8.9552	
24.25	9.22797	
24.5	8.85544	
24.75	8.88837	
25	8.88837	
25.25	6.26541	
25.5	6.21506	
25.75	5.67194	
26	4.58682	
26.25	4.58682	
26.5	3.8107	
26.75	3.616	
27	3.616	
27.25	3.616	
27.5	3.43103	
27.75	3.2309	
28	3.95551	
28.25	3.63406	
28.5	3.38589	
28.75	3.04779	
29	3.59082	
29.25	3.38028	
29.5	3.29187	
29.75	3.11383	
30	3.85959	
30.25	3.85959	
30.5	4.70724	
30.75	3.86642	
31	4.57654	
31.25	4.70969	
31.5	5.12057	
31.75	4.88885	
32	4.71448	
32.25	4.74222	
32.5	4.02557	
32.75	3.28329	
33	2.84369	
33.25	3.02307	
33.5	3.41724	
33.75	4.04742	
34	3.32947	
34.25	3.43509	
34.5	3.46536	
34.75	3.14871	
35	2.90094	
35.25	3.95685	
35.5	3.81519	
35.75	4.22952	
36	3.80664	
36.25	3.23358	
36.5	1.91013	
36.75	2.97955	
37	3.6738	
37.25	2.61954	
37.5	4.10156	
37.75	3.35458	
38	2.66364	
38.25	2.66364	
38.5	1.98611	
38.75	4.56998	
39	2.54266	
39.25	1.91849	
39.5	1.978	
39.75	0.812225	
40	0.812225	
40.25	1.72333	
40.5	0.887268	
40.75	2.09613	
41	3.03207	
41.25	1.59299	
41.5	0.554779	
41.75	2.6575	
