Frequency - Plot 0	Amplitude - Plot 0		
42	1.59479	
42.25	1.20905	
42.5	3.79831	
42.75	1.68945	
43	2.13574	
43.25	1.78821	
43.5	4.08292	
43.75	2.72986	
44	5.12128	
44.25	4.50656	
44.5	4.35956	
44.75	4.49142	
45	4.19351	
45.25	1.30679	
45.5	3.6691	
45.75	3.54855	
46	3.39227	
46.25	3.64285	
46.5	2.00836	
46.75	1.9902	
47	2.2912	
47.25	2.2912	
47.5	1.31458	
47.75	1.31458	
48	1.27313	
48.25	2.3623	
48.5	1.72766	
48.75	2.97769	
49	1.13544	
49.25	1.16138	
49.5	1.37628	
49.75	1.94852	
50	1.31497	
50.25	2.92532	
50.5	1.79147	
50.75	5.04349	
51	2.40408	
51.25	2.40408	
51.5	1.74283	
51.75	2.90085	
52	2.17661	
52.25	1.96628	
52.5	2.6131	
52.75	2.86469	
53	2.86469	
53.25	2.46039	
53.5	3.47314	
53.75	2.65268	
54	2.85947	
54.25	2.98776	
54.5	3.05255	
54.75	1.87305	
55	2.22537	
55.25	2.56931	
55.5	2.6767	
55.75	1.69522	
56	2.45102	
56.25	1.77863	
56.5	3.28348	
56.75	3.28348	
57	2.87384	
57.25	2.18445	
57.5	2.81976	
57.75	2.7012	
58	3.15561	
58.25	2.91684	
58.5	2.91278	
58.75	2.6246	
59	2.76822	
59.25	2.24255	
59.5	4.02271	
59.75	2.13934	
60	2.95978	
60.25	3.42026	
60.5	2.97809	
60.75	3.06711	
61	2.94354	
61.25	2.90033	
61.5	3.28983	
61.75	3.4494	
62	3.4494	
62.25	2.65085	
62.5	3.20819	
62.75	3.01025	
63	3.11734	
63.25	3.76868	
63.5	3.76868	
63.75	3.6954	
64	3.48834	
64.25	2.99457	
64.5	3.63461	
64.75	3.47104	
65	2.7673	
65.25	3.83875	
65.5	2.79218	
65.75	3.09052	
66	2.47095	
66.25	2.85315	
66.5	3.96707	
66.75	3.23816	
67	3.22519	
67.25	3.15683	
67.5	3.68491	
67.75	3.47235	
68	4.3894	
68.25	3.4429	
68.5	3.4429	
68.75	4.41995	
69	4.59973	
69.25	4.28073	
69.5	3.84674	
69.75	4.06882	
70	3.98666	
70.25	3.3671	
70.5	3.94131	
70.75	4.07471	
71	4.31595	
71.25	4.36661	
71.5	3.51392	
71.75	4.48572	
72	4.02103	
72.25	3.54935	
72.5	4.52982	
72.75	3.9834	
73	4.78415	
73.25	3.94061	
73.5	3.70721	
73.75	5.12378	
74	3.23297	
74.25	4.28766	
74.5	4.07123	
74.75	4.97784	
75	5.05118	
75.25	5.3443	
75.5	4.05914	
75.75	5.20007	
76	4.13547	
76.25	4.38083	
76.5	4.33463	
76.75	4.15744	
77	4.81021	
77.25	4.30807	
77.5	3.66699	
77.75	4.83072	
78	4.52313	
78.25	3.38474	
78.5	3.67249	
78.75	5.12451	
79	4.47806	
79.25	4.41705	
79.5	4.966	
79.75	3.55328	
80	3.56549	
80.25	4.17889	
80.5	4.77066	
80.75	3.90915	
81	4.38443	
81.25	5.02167	
81.5	4.76883	
81.75	3.74246	
82	4.60559	
82.25	4.60049	
82.5	4.0834	
82.75	4.50955	
83	4.55527	
83.25	4.22366	
83.5	3.9274	
83.75	4.83014	
84	5.2204	
84.25	4.72101	
84.5	4.13889	
84.75	3.97357	
85	3.93936	
85.25	4.96201	
85.5	3.83008	
85.75	4.24924	
86	4.01126	
86.25	4.98767	
86.5	4.90634	
86.75	4.0892	
87	4.58105	
87.25	4.37393	
87.5	4.63034	
87.75	4.52481	
88	4.33963	
88.25	5.28937	
88.5	4.08401	
88.75	5.28342	
89	5.34372	
89.25	4.96213	
89.5	5.1449	
89.75	4.56232	
90	5.1731	
90.25	4.76614	
90.5	4.87692	
90.75	4.81995	
91	4.74777	
91.25	5.30139	
91.5	5.27554	
91.75	5.03433	
92	4.76089	
92.25	5.47488	
92.5	4.31055	
92.75	5.32559	
93	5.60379	
93.25	5.01556	
93.5	4.82407	
93.75	4.61673	
94	5.72318	
94.25	5.77966	
94.5	5.57126	
94.75	4.61838	
95	5.76419	
95.25	6.39484	
95.5	5.24573	
95.75	5.24573	
96	6.27484	
96.25	4.69208	
96.5	4.96124	
96.75	5.2645	
97	5.03418	
97.25	4.871	
97.5	5.74307	
97.75	5.50174	
98	5.14795	
98.25	4.74374	
98.5	5.11417	
98.75	4.53165	
99	4.6434	
99.25	4.55551	
99.5	4.6658	
99.75	4.42059	
100	4.2879	
100.25	4.30594	
100.5	4.09912	
100.75	4.41913	
101	0.524689	
