Frequency - Plot 0	Amplitude - Plot 0	
1	12.0745	
1.25	12.0745	
1.5	8.61502	
1.75	8.6427	
2	8.6427	
2.25	8.8147	
2.5	8.86151	
2.75	8.86151	
3	8.93918	
3.25	8.9425	
3.5	8.9425	
3.75	8.9425	
4	8.91614	
4.25	8.98135	
4.5	9.00381	
4.75	9.04083	
5	9.04083	
5.25	9.08267	
5.5	9.11194	
5.75	9.14157	
6	9.14157	
6.25	9.14157	
6.5	9.14804	
6.75	9.21939	
7	9.33377	
7.25	9.12033	
7.5	9.12033	
7.75	9.12949	
8	9.12949	
8.25	9.20798	
8.5	9.19089	
8.75	9.19089	
9	9.2099	
9.25	9.2099	
9.5	9.2099	
9.75	9.26392	
10	9.26392	
10.25	9.11853	
10.5	9.32144	
10.75	9.49756	
11	9.60886	
11.25	9.82483	
11.5	10.0414	
11.75	9.98166	
12	9.89966	
12.25	9.88705	
12.5	9.86725	
12.75	9.86725	
13	9.86725	
13.25	10.1276	
13.5	10.1372	
13.75	9.86777	
14	9.86777	
14.25	10.451	
14.5	10.604	
14.75	11.0544	
15	11.0544	
15.25	11.1039	
15.5	11.0622	
15.75	10.9417	
16	10.7623	
16.25	10.386	
16.5	9.96167	
16.75	9.49094	
17	9.54794	
17.25	9.6478	
17.5	9.70258	
17.75	9.64276	
18	9.5834	
18.25	9.07971	
18.5	8.87436	
18.75	8.99875	
19	8.99875	
19.25	9.06335	
19.5	9.19809	
19.75	8.99731	
20	8.577	
20.25	8.47092	
20.5	8.47092	
20.75	8.11438	
21	7.94742	
21.25	7.94742	
21.5	8.103	
21.75	8.90292	
22	8.82236	
22.25	8.60965	
22.5	8.03937	
22.75	8.03937	
23	8.03937	
23.25	8.23325	
23.5	7.71964	
23.75	7.2652	
24	7.2652	
24.25	5.61398	
24.5	4.95462	
24.75	4.50052	
25	4.50052	
25.25	4.15475	
25.5	3.61829	
25.75	3.82907	
26	3.73663	
26.25	3.26019	
26.5	2.50052	
26.75	2.8306	
27	2.85535	
27.25	2.74243	
27.5	2.31543	
27.75	2.56329	
28	2.56329	
28.25	2.22989	
28.5	2.3689	
28.75	2.90744	
29	2.90744	
29.25	2.96335	
29.5	2.96335	
29.75	3.00867	
30	3.00867	
30.25	3.00867	
30.5	3.20837	
30.75	3.55817	
31	3.55817	
31.25	4.17026	
31.5	4.47232	
31.75	3.29935	
32	3.96454	
32.25	3.58115	
32.5	3.74286	
32.75	3.10785	
33	3.10785	
33.25	3.23419	
33.5	4.32751	
33.75	2.85031	
34	3.11072	
34.25	3.11072	
34.5	4.09009	
34.75	2.36838	
35	2.36838	
35.25	3.36581	
35.5	2.65207	
35.75	3.37366	
36	2.70239	
36.25	2.3624	
36.5	1.98154	
36.75	2.79141	
37	1.64508	
37.25	1.991	
37.5	1.85785	
37.75	3.48547	
38	3.41248	
38.25	2.8053	
38.5	2.8053	
38.75	3.5798	
39	1.72101	
39.25	1.74783	
39.5	1.50482	
39.75	0.911926	
40	0.756134	
40.25	1.17587	
40.5	1.17587	
40.75	1.25565	
41	0.931763	
41.25	0.952515	
41.5	1.23471	
41.75	0.946625	
42	0.910828	
42.25	1.01401	
42.5	1.51654	
42.75	0.0610046	
43	0.858093	
43.25	0.346375	
43.5	1.03751	
43.75	1.06741	
44	1.46494	
44.25	0.918671	
44.5	0.532196	
44.75	0.527191	
45	0.527191	
45.25	0.877228	
45.5	0.951843	
45.75	0.951843	
46	1.87979	
46.25	1.70383	
46.5	0.958038	
46.75	0.958038	
47	1.40488	
47.25	0.986206	
47.5	1.74545	
47.75	0.424103	
48	0.477448	
48.25	1.65311	
48.5	1.65311	
48.75	1.48407	
49	2.47595	
49.25	2.06238	
49.5	1.02112	
49.75	1.09592	
50	2.36002	
50.25	1.01498	
50.5	3.60519	
50.75	2.07129	
51	3.20905	
51.25	1.80881	
51.5	3.62955	
51.75	1.69397	
52	2.23761	
52.25	1.74243	
52.5	2.87625	
52.75	1.60068	
53	2.50662	
