Frequency - Plot 0	Amplitude - Plot 0	
1	8.96332	
1.25	8.96332	
1.5	8.96332	
1.75	9.26508	
2	9.26508	
2.25	9.26508	
2.5	9.94791	
2.75	9.94791	
3	9.94791	
3.25	9.94791	
3.5	9.94791	
3.75	10.2105	
4	10.4343	
4.25	10.4596	
4.5	10.4596	
4.75	10.3851	
5	10.3892	
5.25	10.3892	
5.5	10.308	
5.75	10.4922	
6	10.4922	
6.25	10.4302	
6.5	10.4165	
6.75	10.4165	
7	10.4347	
7.25	10.4317	
7.5	10.4317	
7.75	10.3866	
8	10.3866	
8.25	10.4079	
8.5	10.4079	
8.75	10.3608	
9	10.3608	
9.25	10.3608	
9.5	10.5035	
9.75	10.4985	
10	10.4661	
10.25	10.5499	
10.5	10.3996	
10.75	10.3996	
11	10.433	
11.25	10.3153	
11.5	10.5435	
11.75	10.4748	
12	10.5155	
12.25	10.4536	
12.5	10.4741	
12.75	10.3535	
13	10.5046	
13.25	10.5483	
13.5	10.4597	
13.75	10.4597	
14	10.4801	
14.25	10.5842	
14.5	10.1945	
14.75	10.5548	
15	10.744	
15.25	10.9364	
15.5	10.9364	
15.75	10.8573	
16	10.9943	
16.25	10.9276	
16.5	10.7855	
16.75	10.7855	
17	10.4651	
17.25	11.2788	
17.5	11.2788	
17.75	11.2549	
18	11.3725	
18.25	11.4958	
18.5	11.3187	
18.75	10.9981	
19	10.9981	
19.25	10.9981	
19.5	10.8471	
19.75	10.8924	
20	10.8005	
20.25	10.804	
20.5	10.804	
20.75	10.9265	
21	10.7526	
21.25	10.7526	
21.5	11.0788	
21.75	10.1806	
22	11.0302	
22.25	11.3547	
22.5	11.0995	
22.75	11.0995	
23	10.7119	
23.25	10.6716	
23.5	10.5332	
23.75	10.904	
24	10.9936	
24.25	10.6402	
24.5	10.6576	
24.75	9.81873	
25	9.81873	
25.25	9.91122	
25.5	9.96631	
25.75	10.5667	
26	10.512	
26.25	9.80652	
26.5	9.26947	
26.75	10.1834	
27	10.1834	
27.25	9.78024	
27.5	10.1626	
27.75	9.49002	
28	8.96967	
28.25	8.96967	
28.5	8.98312	
28.75	8.82571	
29	8.87109	
29.25	8.64828	
29.5	8.38025	
29.75	7.03659	
30	7.48355	
30.25	7.15695	
30.5	7.43546	
30.75	6.17316	
31	6.4454	
31.25	6.26062	
31.5	6.26062	
31.75	6.15842	
32	5.92999	
32.25	5.98178	
32.5	5.98178	
32.75	6.38681	
33	6.72754	
33.25	6.66556	
33.5	6.73932	
33.75	7.20526	
34	5.8826	
34.25	6.17731	
34.5	6.73547	
34.75	6.73547	
35	5.83957	
35.25	6.13898	
35.5	6.28015	
35.75	5.96115	
36	5.96115	
36.25	4.62469	
36.5	3.98267	
36.75	4.05322	
37	4.32452	
37.25	5.57724	
37.5	3.93237	
37.75	4.36676	
38	3.5661	
38.25	4.06216	
38.5	3.755	
38.75	3.69006	
39	4.49622	
39.25	3.17404	
39.5	4.21735	
39.75	3.47156	
40	3.3718	
40.25	4.53845	
40.5	3.1319	
40.75	3.57834	
41	3.13638	
41.25	2.27347	
41.5	3.09247	
41.75	3.09247	
42	2.33286	
42.25	5.2673	
42.5	3.21933	
42.75	6.15308	
43	2.93314	
43.25	3.36005	
43.5	1.90509	
43.75	1.90509	
44	1.09286	
44.25	0.640625	
44.5	0.719696	
44.75	2.60556	
45	2.60556	
45.25	1.18417	
45.5	1.68744	
45.75	1.95547	
46	2.11148	
46.25	1.34372	
46.5	0.788361	
46.75	1.37906	
47	0.557709	
47.25	0.884155	
47.5	0.988037	
47.75	1.04434	
48	0.647522	
48.25	0.427704	
48.5	1.11002	
48.75	0.698761	
49	1.11954	
49.25	0.997833	
49.5	1.0083	
49.75	0.0887451	
50	0.523895	
50.25	0.717621	
50.5	0.693848	
50.75	0.727844	
51	0.42334	
51.25	0.528625	
51.5	0.712402	
51.75	1.26813	
52	0.334137	
52.25	1.09573	
52.5	0.941986	
52.75	0.739197	
53	2.05353	
53.25	0.915619	
53.5	1.51474	
53.75	3.04602	
54	0.236511	
54.25	1.2518	
54.5	1.35443	
54.75	1.52313	
55	1.1369	
55.25	0.436676	
55.5	4.49966	
55.75	5.05621	
56	1.86523	
56.25	0.341125	
56.5	1.37939	
56.75	3.20886	
57	1.34518	
57.25	2.68039	
57.5	1.10147	
57.75	1.36331	
58	1.86584	
58.25	1.34482	
58.5	1.9697	
58.75	1.67139	
59	1.07004	
59.25	1.22491	
59.5	1.38858	
59.75	1.08365	
60	1.41422	
60.25	1.44073	
60.5	2.74835	
60.75	0.673737	
61	2.94464	
61.25	2.13663	
61.5	1.56131	
61.75	1.7959	
62	2.49994	
62.25	1.25989	
62.5	2.26352	
62.75	2.95648	
63	2.25305	
63.25	3.38995	
63.5	6.36072	
63.75	2.2995	
64	3.98843	
64.25	2.11563	
64.5	1.75806	
64.75	0.919373	
65	5.03189	
65.25	4.983	
65.5	0.818665	
65.75	2.22955	
66	1.05411	
66.25	2.04764	
66.5	2.46463	
66.75	2.85867	
67	2.3074	
67.25	2.32239	
67.5	3.40939	
67.75	3.0607	
