Frequency - Plot 0	Amplitude - Plot 0	
1	-8.95386	
1.25	-8.95386	
1.5	-8.95386	
1.75	-8.05298	
2	-8.05298	
2.25	-8.05298	
2.5	-8.49243	
2.75	-8.49243	
3	-8.49243	
3.25	-8.49243	
3.5	-8.49243	
3.75	-9.66797	
4	-10.3931	
4.25	-10.9753	
4.5	-10.9753	
4.75	-11.1072	
5	-11.5686	
5.25	-11.5686	
5.5	-12.4585	
5.75	-12.9858	
6	-12.9858	
6.25	-13.623	
6.5	-13.8428	
6.75	-13.8428	
7	-14.1174	
7.25	-13.4912	
7.5	-13.4912	
7.75	-14.5459	
8	-14.5459	
8.25	-15.4797	
8.5	-15.4797	
8.75	-15.3149	
9	-15.3149	
9.25	-15.3149	
9.5	-16.5674	
9.75	-17.3694	
10	-17.7759	
10.25	-18.1824	
10.5	-19.281	
10.75	-19.281	
11	-20.4785	
11.25	-22.8735	
11.5	-22.6208	
11.75	-22.7087	
12	-23.1812	
12.25	-23.5657	
12.5	-24.4006	
12.75	-24.4885	
13	-23.8293	
13.25	-25.0378	
13.5	-25.686	
13.75	-25.686	
14	-26.3892	
14.25	-25.9387	
14.5	-24.928	
14.75	-27.7075	
15	-26.1145	
15.25	-26.3782	
15.5	-26.3782	
15.75	-28.4875	
16	-31.1133	
16.25	-31.2671	
16.5	-32.3218	
16.75	-32.3218	
17	-35.0354	
17.25	-41.3416	
17.5	-41.3416	
17.75	-41.5393	
18	-43.7805	
18.25	-44.7253	
18.5	-47.7356	
18.75	-48.4607	
19	-48.4607	
19.25	-48.4607	
19.5	-53.4485	
19.75	-55.1294	
20	-54.1846	
20.25	-54.4153	
20.5	-54.4153	
20.75	-54.3054	
21	-54.8987	
21.25	-54.8987	
21.5	-55.0415	
21.75	-57.9089	
22	-59.3811	
22.25	-60.2161	
22.5	-61.3037	
22.75	-61.3037	
23	-61.2378	
23.25	-63.8086	
23.5	-63.7646	
23.75	-63.8635	
24	-65.5334	
24.25	-66.4563	
24.5	-66.2585	
24.75	-68.0823	
25	-68.0823	
25.25	-70.3235	
25.5	-72.7185	
25.75	-73.4436	
26	-71.6968	
26.25	-72.2681	
26.5	-77.0471	
26.75	-77.7063	
27	-77.7063	
27.25	-76.2561	
27.5	-78.1018	
27.75	-80.1123	
28	-79.2444	
28.25	-79.2444	
28.5	-84.1553	
28.75	-87.55	
29	-91.626	
29.25	-91.0437	
29.5	-88.6377	
29.75	-91.9556	
30	-99.1626	
30.25	-98.009	
30.5	-99.1187	
30.75	-96.2073	
31	-105.315	
31.25	-103.579	
31.5	-103.579	
31.75	-105.634	
32	-103.019	
32.25	-99.8987	
32.5	-99.8987	
32.75	-101.14	
33	-111.072	
33.25	-111.533	
33.5	-114.214	
33.75	-111.028	
34	-116.093	
34.25	-118.521	
34.5	-118.092	
34.75	-118.092	
35	-113.588	
35.25	-123.739	
35.5	-126.617	
35.75	-123.245	
36	-123.245	
36.25	-126.65	
36.5	-141.812	
36.75	-135.78	
37	-146.722	
37.25	-136.582	
37.5	-134.275	
