Frequency - Plot 0	Amplitude - Plot 0	
1	2.33804	
1.25	2.33804	
1.5	9.63431	
1.75	9.63431	
2	9.63431	
2.25	9.62662	
2.5	9.68234	
2.75	9.69141	
3	9.69141	
3.25	9.72455	
3.5	9.80029	
3.75	9.80029	
4	9.76569	
4.25	9.76569	
4.5	9.76569	
4.75	9.76569	
5	9.76569	
5.25	9.76569	
5.5	9.72696	
5.75	9.82983	
6	9.7648	
6.25	9.81058	
6.5	9.85114	
6.75	9.81717	
7	9.86487	
7.25	9.73358	
7.5	9.85483	
7.75	9.87067	
8	9.8963	
8.25	9.8963	
8.5	9.89346	
8.75	9.96704	
9	9.96704	
9.25	10.1532	
9.5	10.2244	
9.75	10.283	
10	10.3939	
10.25	10.3146	
10.5	10.374	
10.75	10.2623	
11	10.3831	
11.25	10.3831	
11.5	10.6744	
11.75	10.4188	
12	10.3582	
12.25	10.2563	
12.5	10.1911	
12.75	10.1911	
13	10.1179	
13.25	9.97269	
13.5	10.2757	
13.75	10.1873	
14	10.3742	
14.25	8.61783	
14.5	7.47726	
14.75	7.47726	
15	7.49457	
15.25	7.49457	
15.5	7.53952	
15.75	7.4342	
16	7.33719	
16.25	7.33719	
16.5	7.29688	
16.75	7.87793	
17	7.90778	
17.25	7.66241	
17.5	7.52509	
17.75	7.53763	
18	7.73657	
18.25	8.01855	
18.5	8.09354	
18.75	7.87781	
19	7.85992	
19.25	7.8891	
19.5	7.63364	
19.75	7.7392	
20	7.9313	
20.25	7.94659	
20.5	8.22388	
20.75	7.89026	
21	7.49142	
21.25	7.74301	
21.5	7.84567	
21.75	8.21786	
22	8.34711	
22.25	7.76559	
22.5	8.40906	
22.75	7.1427	
23	6.68347	
23.25	6.89291	
23.5	6.84262	
23.75	7.30228	
24	7.41232	
24.25	7.19299	
24.5	6.16812	
24.75	7.44519	
25	7.26825	
25.25	7.4975	
25.5	7.14597	
25.75	6.39313	
26	7.18234	
26.25	7.24774	
26.5	7.43771	
26.75	6.94064	
27	6.59518	
27.25	6.89554	
27.5	6.83969	
27.75	6.71948	
28	6.47827	
28.25	5.97043	
28.5	6.32361	
28.75	6.24484	
29	6.56705	
29.25	6.41095	
29.5	6.22577	
29.75	6.39685	
30	5.84024	
30.25	7.07968	
30.5	7.07925	
30.75	6.03485	
31	6.13409	
31.25	5.80511	
31.5	5.49875	
31.75	6.26016	
32	5.80508	
32.25	4.23337	
32.5	4.3739	
32.75	5.35315	
33	5.4025	
33.25	5.4025	
33.5	4.80066	
33.75	5.53613	
34	5.08289	
34.25	5.27393	
34.5	4.77216	
34.75	5.99973	
35	5.59473	
35.25	5.59473	
35.5	4.41168	
35.75	4.41168	
36	5.19669	
36.25	5.74231	
36.5	5.74231	
36.75	4.9151	
37	4.96265	
37.25	6.2131	
37.5	7.04462	
37.75	5.10938	
38	5.92517	
38.25	4.90244	
38.5	4.72586	
38.75	3.98907	
39	5.20166	
39.25	5.50717	
39.5	4.88983	
39.75	5.15805	
40	4.58801	
40.25	4.34467	
40.5	5.29147	
40.75	4.94452	
41	4.75909	
41.25	4.24698	
41.5	3.84665	
41.75	3.88589	
42	4.81693	
42.25	4.47095	
42.5	4.47095	
42.75	4.20361	
43	3.35489	
43.25	3.8187	
43.5	1.33069	
43.75	2.03918	
44	2.03918	
44.25	1.59854	
44.5	2.32727	
44.75	2.31134	
45	2.71826	
45.25	2.70361	
45.5	2.28024	
45.75	4.07428	
46	2.53479	
46.25	2.12943	
46.5	3.63358	
46.75	2.64084	
47	2.71185	
47.25	1.2746	
47.5	3.58414	
47.75	2.99725	
48	2.37167	
48.25	0.531769	
48.5	2.06641	
48.75	2.46304	
49	2.07431	
49.25	1.42059	
