Frequency - Plot 0	Amplitude - Plot 0	
1	6.2681	
1.25	6.2681	
1.5	6.2681	
1.75	8.57675	
2	8.57675	
2.25	8.45972	
2.5	8.45972	
2.75	8.45972	
3	8.45972	
3.25	8.52646	
3.5	8.52646	
3.75	8.51343	
4	8.51343	
4.25	8.51801	
4.5	8.6792	
4.75	8.6792	
5	8.84592	
5.25	8.84592	
5.5	8.90582	
5.75	8.90582	
6	8.8757	
6.25	8.8757	
6.5	8.8757	
6.75	8.90381	
7	8.83716	
7.25	8.83716	
7.5	8.81717	
7.75	8.82614	
8	8.93405	
8.25	9.08441	
8.5	9.08441	
8.75	9.27161	
9	9.57379	
9.25	9.75177	
9.5	9.84628	
9.75	9.84628	
10	10.0689	
10.25	10.2119	
10.5	10.3355	
10.75	10.426	
11	10.426	
11.25	10.6034	
11.5	10.6034	
11.75	10.7354	
12	10.8686	
12.25	10.8893	
12.5	10.9327	
12.75	10.9327	
13	11.1331	
13.25	11.0526	
13.5	10.9944	
13.75	11.1166	
14	10.9775	
14.25	10.9183	
14.5	11.3962	
14.75	11.3962	
15	11.3962	
15.25	11.7328	
15.5	11.6257	
15.75	11.6257	
16	11.6572	
16.25	11.6727	
16.5	11.5305	
16.75	11.3109	
17	11.1072	
17.25	11.1242	
17.5	11.7517	
17.75	11.5631	
18	11.8528	
18.25	11.9048	
18.5	11.9048	
18.75	11.9048	
19	11.6503	
19.25	11.3817	
19.5	10.8222	
19.75	11.4529	
20	11.6076	
20.25	11.5904	
20.5	11.7697	
20.75	11.8795	
21	11.8795	
21.25	11.6981	
21.5	11.9291	
21.75	11.0614	
22	12.1739	
22.25	12.4283	
22.5	12.4217	
22.75	12.0545	
23	11.7679	
23.25	11.7782	
23.5	11.7782	
23.75	12.3708	
24	12.5341	
24.25	12.5184	
24.5	11.8633	
24.75	11.5692	
25	13.103	
25.25	12.0925	
25.5	12.7078	
25.75	13.4516	
26	13.4516	
26.25	13.4516	
26.5	13.0063	
26.75	12.7959	
27	11.7276	
27.25	12.0649	
27.5	11.1572	
27.75	11.2441	
28	11.2848	
28.25	11.6221	
28.5	11.163	
28.75	11.163	
29	10.9747	
29.25	10.9747	
29.5	8.92715	
29.75	8.92715	
30	9.17105	
30.25	8.17484	
30.5	8.18292	
30.75	8.18292	
31	7.35034	
31.25	7.29831	
31.5	7.1189	
31.75	7.4476	
32	6.8327	
32.25	6.8327	
32.5	6.65662	
32.75	6.77484	
33	6.81647	
33.25	6.47333	
33.5	6.30643	
33.75	6.09344	
34	6.78455	
34.25	6.82779	
34.5	5.5676	
34.75	6.32401	
35	6.49982	
35.25	6.01666	
35.5	6.17792	
35.75	6.01352	
36	6.01352	
36.25	6.08655	
36.5	6.13828	
36.75	5.83963	
37	5.5083	
37.25	5.5083	
37.5	5.56055	
37.75	5.37967	
38	4.53906	
38.25	5.61877	
38.5	6.12805	
38.75	5.65881	
39	5.29517	
39.25	3.96185	
39.5	4.86197	
39.75	5.09845	
40	4.82605	
40.25	5.23462	
40.5	5.10092	
40.75	5.14691	
41	5.01834	
41.25	5.0061	
41.5	4.68304	
41.75	4.18713	
42	4.75275	
