Frequency - Plot 0	Amplitude - Plot 0	
1	54.8108	
1.25	-6.50391	
1.5	-1.10962	
1.75	-1.10962	
2	-13.3704	
2.25	-13.3704	
2.5	0.856934	
2.75	0.856934	
3	0.856934	
3.25	5.27344	
3.5	5.27344	
3.75	8.7561	
4	-2.44995	
4.25	-2.44995	
4.5	-2.44995	
4.75	16.6333	
5	16.6333	
5.25	-11.1731	
5.5	-11.1731	
5.75	29.1687	
6	47.2742	
6.25	47.2742	
6.5	0.626221	
6.75	-31.0583	
7	-74.6851	
7.25	-69.5764	
7.5	-69.5764	
7.75	-69.9719	
8	-22.9724	
8.25	-31.9373	
8.5	-44.3848	
8.75	-50.1855	
9	-24.0381	
9.25	-38.9355	
9.5	-10.415	
9.75	-34.9585	
10	-32.0801	
10.25	-33.6292	
10.5	-25.3015	
10.75	-25.3015	
11	-13.7878	
11.25	-13.7878	
11.5	-3.98804	
11.75	-25.6421	
12	-3.86719	
12.25	35.5298	
12.5	23.9722	
12.75	-17.677	
13	-167.706	
13.25	-115.455	
13.5	-23.6316	
13.75	-76.6406	
14	-76.6406	
14.25	-76.6406	
14.5	-76.6406	
14.75	-38.573	
15	-7.17407	
15.25	-7.17407	
15.5	-1.42822	
15.75	17.8638	
16	67.8296	
16.25	76.8823	
16.5	-134.769	
16.75	-81.2769	
17	-40.155	
17.25	-5.84473	
17.5	22.9065	
17.75	-6.8335	
18	115.928	
18.25	-151.842	
18.5	-86.9128	
18.75	-26.1475	
19	-67.8845	
19.25	-3.27393	
19.5	22.467	
19.75	77.6404	
20	77.6404	
20.25	-111.16	
20.5	-111.16	
20.75	-43.6377	
21	-43.6377	
21.25	-70.4993	
21.5	-40.188	
21.75	-60.4358	
22	-60.4358	
22.25	44.5276	
22.5	179.363	
22.75	-56.1511	
23	-6.94336	
23.25	-17.8638	
23.5	50.614	
23.75	-62.644	
24	-84.9792	
24.25	-43.4399	
24.5	-43.4399	
24.75	-43.4399	
25	-43.4399	
25.25	-21.2915	
25.5	-5.09766	
25.75	20.6873	
26	20.6873	
26.25	45.8679	
26.5	107.71	
26.75	-106.073	
27	-24.4885	
27.25	-8.33862	
27.5	28.2239	
27.75	-25.8838	
28	127.441	
28.25	-61.4246	
28.5	-22.7856	
28.75	-12.9089	
29	59.0845	
29.25	120.366	
29.5	-168.937	
29.75	-168.937	
30	-89.22	
30.25	-89.22	
30.5	-6.39404	
30.75	27.6416	
31	27.6416	
31.25	-41.5833	
31.5	-41.5833	
31.75	-128.43	
32	-15.8313	
32.25	-138.625	
32.5	103.964	
32.75	-166.465	
33	-79.6509	
33.25	-79.6509	
33.5	-40.3198	
33.75	166.157	
34	27.6416	
34.25	75.0037	
34.5	170.2	
34.75	91.9226	
35	91.9226	
35.25	-153.347	
35.5	-153.347	
35.75	15.8093	
36	151.216	
36.25	-21.5002	
36.5	103.865	
36.75	85.177	
37	47.0435	
37.25	-25.0818	
37.5	-99.6899	
37.75	-33.3875	
38	82.8809	
38.25	82.8809	
38.5	-36.6943	
38.75	172.518	
39	-81.1121	
39.25	21.2036	
39.5	56.228	
39.75	-7.55859	
40	31.5967	
40.25	-70.8508	
40.5	5.52612	
40.75	1.58203	
41	77.4426	
41.25	-47.7795	
41.5	-122.465	
41.75	143.416	
42	62.0508	
42.25	-23.4778	
42.5	-25.3564	
42.75	-134.517	
43	-62.1606	
43.25	-91.2415	
43.5	88.1433	
43.75	-109.874	
44	125.563	
44.25	-83.3533	
44.5	170.365	
44.75	-28.5864	
45	-76.6187	
45.25	128.243	
45.5	-122.267	
45.75	144.998	
46	173.21	
46.25	173.21	
46.5	-108.896	
46.75	-108.896	
47	-6.3501	
47.25	39.7375	
47.5	39.7375	
47.75	155.962	
48	-129.749	
48.25	117.708	
48.5	-93.9441	
48.75	-93.9441	
49	142.196	
49.25	-29.2676	
49.5	-29.2676	
49.75	-66.4453	
50	66.8518	
50.25	-49.1528	
50.5	101.7	
50.75	8.22876	
51	123.695	
51.25	-4.71313	
51.5	-177.759	
51.75	28.5864	
52	5.21851	
52.25	154.028	
52.5	139.175	
52.75	155.27	
53	106.37	
53.25	106.37	
53.5	-95.0537	
53.75	44.6484	
54	44.6484	
54.25	-178.627	
54.5	-95.0977	
54.75	123.333	
55	14.0845	
55.25	124.871	
55.5	-82.1118	
55.75	-60.8423	
56	21.2805	
56.25	21.2805	
56.5	-85.3088	
56.75	-68.8184	
57	10.1404	
57.25	29.8938	
57.5	154.138	
57.75	-161.741	
58	-137.681	
58.25	-11.5247	
58.5	-156.313	
58.75	66.3025	
59	115.225	
59.25	105.062	
59.5	-172.057	
59.75	-154.435	
60	131.144	
60.25	23.9612	
60.5	49.9878	
60.75	-134.528	
61	-171.562	
61.25	-115.126	
61.5	-175.638	
61.75	-168.596	
62	-105.765	
62.25	151.842	
62.5	-170.354	
62.75	176.572	
63	-179.758	
63.25	8.00903	
63.5	-66.665	
63.75	-95.7898	
64	-175.935	
64.25	26.7187	
64.5	6.76758	
64.75	120.344	
65	-165.542	
65.25	112.665	
65.5	49.7351	
65.75	168.981	
66	-30.7617	
66.25	-74.4983	
66.5	-85.2979	
66.75	107.688	
67	112.006	
67.25	141.833	
67.5	113.544	
67.75	105.183	
68	-157.731	
68.25	-70.3015	
68.5	135.121	
68.75	135.253	
69	36.5735	
69.25	176.924	
69.5	-21.6321	
69.75	-57.4365	
70	35.4089	
70.25	-86.4954	
70.5	143.536	
70.75	-138.801	
71	141.339	
71.25	103.887	
71.5	-55.6128	
71.75	122.487	
72	-18.9404	
72.25	-59.0845	
72.5	53.009	
72.75	36.2219	
73	-169.761	
73.25	124.453	
73.5	101.327	
73.75	179.033	
74	51.7346	
74.25	5.44922	
74.5	104.052	
74.75	-126.387	
75	119.784	
75.25	77.0361	
75.5	-144.327	
75.75	95.3943	
76	71.1584	
76.25	15.8752	
76.5	81.0352	
76.75	105.051	
77	-114.137	
77.25	63.7646	
77.5	45.6702	
77.75	-2.30713	
78	-40.6604	
78.25	68.7744	
78.5	145.349	
78.75	145.492	
79	16.864	
79.25	83.1226	
