Frequency - Plot 0	Amplitude - Plot 0	
1	-4.87793	
1.25	-13.3594	
1.5	-13.3594	
1.75	-13.3594	
2	-6.24023	
2.25	-6.24023	
2.5	-6.78955	
2.75	-7.70142	
3	-7.70142	
3.25	-8.41553	
3.5	-9.00879	
3.75	-10.1184	
4	-10.1184	
4.25	-11.5466	
4.5	-12.2168	
4.75	-12.2168	
5	-12.2168	
5.25	-13.3484	
5.5	-13.623	
5.75	-13.623	
6	-14.6667	
6.25	-15.3809	
6.5	-15.4687	
6.75	-15.7983	
7	-16.6663	
7.25	-16.7432	
7.5	-16.7432	
7.75	-16.3916	
8	-16.3916	
8.25	-18.8416	
8.5	-19.1711	
8.75	-19.1711	
9	-19.0173	
9.25	-19.0173	
9.5	-18.6438	
9.75	-18.6438	
10	-23.7854	
10.25	-26.0046	
10.5	-26.0046	
10.75	-26.3452	
11	-27.2021	
11.25	-27.2021	
11.5	-27.2021	
11.75	-27.2021	
12	-27.0923	
12.25	-27.0923	
12.5	-27.0923	
12.75	-27.0923	
13	-26.2793	
13.25	-27.334	
13.5	-27.356	
13.75	-26.7737	
14	-24.7083	
14.25	-23.6316	
14.5	-23.1921	
14.75	-23.1921	
15	-21.2915	
15.25	-21.4673	
15.5	-24.0271	
15.75	-24.5215	
16	-24.5215	
16.25	-28.5315	
16.5	-34.0796	
16.75	-35.343	
17	-36.3318	
17.25	-38.0896	
17.5	-40.3967	
17.75	-41.3086	
18	-41.9128	
18.25	-42.0667	
18.5	-42.0667	
18.75	-42.2864	
19	-42.8137	
19.25	-43.5828	
19.5	-46.5601	
19.75	-72.6416	
20	-71.5649	
20.25	-70.2795	
20.5	-70.2795	
20.75	-75.498	
21	-75.6628	
21.25	-75.0806	
21.5	-75.0806	
21.75	-78.0579	
22	-80.6287	
22.25	-81.5625	
22.5	-83.8696	
22.75	-87.7148	
23	-90.8679	
23.25	-94.054	
23.5	-99.4043	
23.75	-98.7122	
24	-97.9211	
24.25	-99.9646	
24.5	-99.4922	
24.75	-101.338	
25	-101.338	
25.25	-103.304	
25.5	-102.722	
25.75	-101.898	
26	-100.975	
26.25	-103.942	
26.5	-103.942	
26.75	-99.1077	
27	-96.0095	
27.25	-95.3174	
27.5	-92.1753	
27.75	-94.8779	
28	-92.8015	
28.25	-92.8015	
28.5	-98.6902	
28.75	-102.986	
29	-100.426	
29.25	-97.1082	
29.5	-97.1082	
29.75	-104.93	
30	-104.041	
30.25	-99.5691	
30.5	-90.4944	
30.75	-93.988	
31	-93.988	
31.25	-85.4846	
31.5	-79.563	
31.75	-76.377	
32	-77.2559	
