Frequency - Plot 0	Amplitude - Plot 0	
1	9.22852	
1.25	9.22852	
1.5	9.22852	
1.75	2.39502	
2	2.39502	
2.25	-11.6345	
2.5	-11.6345	
2.75	7.27295	
3	1.25244	
3.25	1.25244	
3.5	1.25244	
3.75	-2.75757	
4	1.73584	
4.25	1.73584	
4.5	-5.9436	
4.75	-7.25098	
5	3.97705	
5.25	3.97705	
5.5	1.29639	
5.75	14.1943	
6	14.1943	
6.25	14.1943	
6.5	3.52661	
6.75	8.66821	
7	8.66821	
7.25	-17.7649	
7.5	-62.4243	
7.75	-29.9377	
8	-29.9377	
8.25	-21.4453	
8.5	-54.9536	
8.75	-28.8611	
9	-28.8611	
9.25	-28.8611	
9.5	-28.8611	
9.75	-42.9126	
10	-42.9126	
10.25	-42.9126	
10.5	-42.1436	
10.75	-47.417	
11	-51.5698	
11.25	-51.5698	
11.5	-26.2463	
11.75	-26.2463	
12	-11.6675	
12.25	11.4368	
12.5	11.4368	
12.75	7.54761	
13	56.0962	
13.25	56.0962	
13.5	7.16309	
13.75	-84.8035	
14	-84.8035	
14.25	-42.9016	
14.5	-70.6641	
14.75	-18.7207	
15	-18.7207	
15.25	-18.7207	
15.5	-3.66943	
15.75	15.9851	
16	15.9851	
16.25	21.3684	
16.5	41.5833	
16.75	117.74	
17	-137.703	
17.25	-92.6367	
17.5	-51.9763	
17.75	-29.6411	
18	2.37305	
18.25	23.0273	
18.5	-21.6101	
18.75	-6.30615	
19	42.2754	
19.25	-134.615	
19.5	-52.5366	
19.75	-52.5366	
20	-48.7573	
20.25	-24.5215	
20.5	-20.7092	
20.75	21.2476	
21	101.624	
21.25	101.624	
21.5	-119.905	
21.75	-119.905	
22	-67.6648	
22.25	-39.7046	
22.5	9.33838	
22.75	9.33838	
23	76.8494	
23.25	-21.5552	
23.5	-21.5552	
23.75	-89.8242	
24	-30.7178	
24.25	-114.456	
24.5	-95.7129	
24.75	-45.9229	
25	-23.0713	
25.25	20.7312	
25.5	20.7312	
25.75	151.93	
26	-91.1865	
26.25	-16.2268	
26.5	14.7546	
26.75	115.84	
27	-76.2231	
27.25	-111.489	
27.5	-50.625	
27.75	-34.1125	
28	-19.5776	
28.25	51.9324	
28.5	-3.68042	
28.75	16.2158	
29	-102.656	
29.25	-102.656	
29.5	-60.9741	
29.75	-60.9741	
30	-16.3916	
30.25	-16.3916	
30.5	106.172	
30.75	-154.545	
31	-96.0535	
31.25	-28.927	
31.5	-28.927	
31.75	52.7124	
32	52.7124	
32.25	-62.3474	
32.5	58.1616	
32.75	58.1616	
33	-68.1482	
33.25	-114.906	
33.5	11.6675	
33.75	11.6675	
34	88.0225	
34.25	88.0225	
34.5	-17.0288	
34.75	-17.0288	
35	80.2661	
35.25	-68.8733	
35.5	-72.8174	
35.75	-72.8174	
36	57.6343	
36.25	-102.184	
36.5	44.5056	
36.75	-126.804	
37	-23.5657	
37.25	-123.08	
37.5	-123.08	
37.75	29.2566	
38	106.37	
38.25	-165.179	
38.5	-87.5061	
38.75	-94.5703	
39	-94.5703	
39.25	-17.2266	
39.5	96.7676	
39.75	9.67896	
40	-7.09717	
40.25	-87.7039	
40.5	-20.4126	
40.75	-178.605	
41	-87.8027	
41.25	-55.3821	
41.5	40.144	
41.75	-119.685	
42	40.4187	
42.25	-174.463	
42.5	108.677	
42.75	129.397	
43	129.397	
43.25	129.397	
43.5	105.106	
43.75	-40.5615	
44	-40.5615	
44.25	75.3882	
44.5	138.164	
44.75	65.094	
45	65.094	
45.25	14.9084	
45.5	-31.6296	
45.75	42.2205	
46	-58.5022	
46.25	10.6348	
46.5	-108.501	
46.75	25.73	
47	-119.026	
47.25	-72.6196	
47.5	144.701	
47.75	-117.817	
48	-117.817	
48.25	55.8105	
48.5	90.7031	
48.75	67.0276	
49	-110.083	
49.25	-175.836	
49.5	92.8674	
49.75	-151.271	
50	129.034	
50.25	-50.7568	
50.5	-85.3308	
50.75	-85.3308	
51	-64.27	
51.25	-65.5444	
51.5	-104.963	
51.75	34.9915	
52	-78.6401	
52.25	-78.6401	
52.5	7.72339	
52.75	148.81	
53	105.161	
53.25	76.1023	
53.5	95.8118	
53.75	134.154	
54	-67.9395	
54.25	-113.346	
54.5	139.559	
54.75	145.953	
55	49.4495	
55.25	118.916	
55.5	118.916	
55.75	-64.9951	
56	154.171	
56.25	-139.933	
56.5	-84.1663	
56.75	88.3411	
57	30.1025	
57.25	22.0056	
57.5	147.799	
57.75	9.84375	
58	82.5732	
58.25	112.983	
58.5	173.386	
58.75	-4.48242	
59	-95.3833	
59.25	-122.816	
59.5	-134.385	
59.75	33.5303	
60	-133.561	
60.25	80.5298	
60.5	-169.871	
60.75	148.162	
61	-158.676	
61.25	130.111	
61.5	55.5579	
61.75	86.3635	
62	44.8132	
62.25	8.00903	
62.5	-45.4944	
62.75	-45.4944	
63	129.507	
63.25	-88.9343	
63.5	161.51	
63.75	-73.0591	
64	-143.646	
64.25	-36.5076	
64.5	104.865	
64.75	155.259	
65	-34.8816	
65.25	73.4546	
65.5	63.5889	
65.75	63.5889	
66	137.395	
66.25	-168.08	
66.5	68.9392	
66.75	-35.376	
67	47.5488	
67.25	116.949	
67.5	-72.7625	
67.75	141.735	
68	141.735	
68.25	145.283	
68.5	125.717	
68.75	134.681	
69	79.6838	
69.25	83.3533	
69.5	-177.748	
69.75	147.92	
70	-170.398	
70.25	-170.398	
70.5	100.184	
70.75	133.242	
71	80.2002	
71.25	31.9922	
71.5	142.734	
71.75	47.8894	
72	89.187	
72.25	-41.759	
