Frequency - Plot 0	Amplitude - Plot 0	
1	0.435211	
1.25	0.435211	
1.5	0.218231	
1.75	0.206085	
2	0.206085	
2.25	0.206085	
2.5	0.213806	
2.75	0.213806	
3	0.214996	
3.25	0.214996	
3.5	0.190033	
3.75	0.199188	
4	0.199188	
4.25	0.218903	
4.5	0.218903	
4.75	0.218903	
5	0.193359	
5.25	0.186127	
5.5	0.186127	
5.75	0.341858	
6	0.341858	
6.25	0.191833	
6.5	0.295685	
6.75	0.218414	
7	0.296539	
7.25	0.339874	
7.5	0.255493	
7.75	0.213684	
8	0.213684	
8.25	0.209686	
8.5	0.191895	
8.75	0.191895	
9	0.217834	
9.25	0.210419	
9.5	0.19104	
9.75	0.145142	
10	0.150513	
10.25	0.150513	
10.5	0.121643	
10.75	0.234039	
11	0.0367737	
11.25	0.286102	
11.5	0.286102	
11.75	0.215607	
12	0.251526	
12.25	0.266907	
12.5	0.304077	
12.75	0.330963	
13	0.443329	
13.25	0.265259	
13.5	0.250671	
13.75	0.364441	
14	0.215271	
14.25	0.101562	
14.5	0.186768	
14.75	0.271942	
15	0.316254	
15.25	0.402893	
15.5	0.424591	
15.75	0.346954	
16	0.327484	
16.25	0.0953979	
16.5	0.0953979	
16.75	0.0519409	
17	0.491241	
17.25	0.458069	
17.5	0.395721	
17.75	0.333893	
18	0.372192	
18.25	0.307526	
18.5	0.283112	
18.75	0.213196	
19	0.231293	
19.25	0.593109	
19.5	0.316345	
19.75	0.191467	
20	0.0637207	
20.25	0.17453	
20.5	0.413177	
20.75	0.369202	
21	0.396637	
21.25	0.27478	
21.5	0.180481	
21.75	0.535553	
22	0.495209	
22.25	0.348083	
22.5	0.130157	
22.75	0.239166	
23	0.542694	
23.25	0.355377	
23.5	0.475098	
23.75	0.208038	
24	0.164154	
24.25	0.0195923	
24.5	0.157074	
24.75	0.298584	
25	0.207245	
25.25	0.130493	
25.5	0.277344	
25.75	0.611786	
26	0.35025	
26.25	0.157867	
26.5	0.417908	
26.75	0.440033	
27	0.178925	
27.25	0.25647	
27.5	0.365387	
27.75	0.198639	
28	0.623047	
28.25	0.0767212	
28.5	0.133423	
28.75	0.50827	
29	0.354614	
29.25	0.272003	
29.5	0.403473	
29.75	0.473297	
30	0.516876	
30.25	0.218414	
30.5	0.658112	
30.75	0.444183	
31	0.105255	
31.25	0.0915222	
31.5	0.569885	
31.75	0.51413	
32	0.197784	
32.25	0.326538	
32.5	0.637451	
32.75	0.288788	
33	0.328857	
33.25	0.268463	
33.5	0.784912	
33.75	0.44046	
34	0.131439	
34.25	0.248169	
34.5	0.880524	
34.75	0.383484	
35	0.67276	
35.25	0.387085	
35.5	0.142334	
35.75	0.142334	
36	0.472687	
36.25	0.250397	
36.5	0.250397	
36.75	0.391418	
37	0.151428	
37.25	0.151428	
37.5	0.829132	
37.75	0.302673	
38	0.463898	
38.25	0.546539	
38.5	0.600372	
38.75	0.400543	
39	0.400543	
39.25	0.696381	
39.5	0.320435	
39.75	0.14798	
40	0.0837097	
40.25	0.0837097	
40.5	0.806305	
40.75	0.695221	
41	0.284515	
41.25	0.313141	
41.5	0.385864	
41.75	0.295685	
42	1.0015	
42.25	0.343079	
42.5	0.80191	
42.75	0.457184	
43	0.241577	
43.25	0.0627747	
43.5	0.0627747	
43.75	0.895844	
44	0.825958	
44.25	0.56781	
44.5	0.784576	
44.75	0.332916	
45	0.0808716	
45.25	0.0323792	
45.5	1.18164	
45.75	0.539124	
46	0.699921	
46.25	0.581116	
46.5	0.437469	
46.75	0.235382	
47	0.470947	
47.25	0.102386	
47.5	0.0903931	
47.75	0.782135	
48	0.782135	
48.25	0.7677	
48.5	0.759094	
48.75	0.91864	
49	0.91864	
49.25	0.628479	
49.5	0.206268	
49.75	0.206268	
50	0.253693	
50.25	0.417114	
50.5	1.92459	
50.75	1.92459	
51	1.37375	
51.25	0.539673	
51.5	0.541687	
51.75	0.680115	
52	0.302734	
52.25	0.182556	
52.5	0.709473	
52.75	1.36792	
53	1.64865	
53.25	1.68112	
53.5	3.00403	
53.75	0.524719	
54	0.932892	
54.25	0.379059	
54.5	4.09134	
54.75	0.79953	
55	3.64468	
55.25	1.44141	
55.5	0.476471	
55.75	1.44318	
56	2.53528	
56.25	0.797302	
56.5	3.07831	
56.75	3.46274	
57	3.05109	
57.25	1.06329	
57.5	3.521	
57.75	3.70053	
58	3.32797	
58.25	3.3031	
58.5	3.84158	
58.75	2.97348	
59	3.51141	
59.25	3.43756	
59.5	3.14124	
59.75	1.46112	
60	0.866791	
60.25	1.69574	
60.5	1.70956	
60.75	3.742	
61	4.50519	
61.25	3.47144	
61.5	3.62433	
61.75	0.827148	
62	0.645569	
62.25	1.35703	
62.5	1.21994	
62.75	0.503113	
63	1.60129	
63.25	1.20416	
63.5	1.4057	
63.75	0.56604	
64	0.56604	
64.25	1.27011	
64.5	1.67538	
64.75	0.241241	
65	1.31387	
65.25	1.31259	
65.5	3.45724	
65.75	0.429657	
66	0.439117	
66.25	2.24136	
66.5	1.84308	
66.75	0.490997	
67	2.02258	
67.25	0.23172	
67.5	2.24268	
67.75	3.11661	
68	1.02515	
68.25	1.34781	
68.5	0.543518	
68.75	4.46127	
69	2.28854	
69.25	3.67599	
69.5	3.66708	
69.75	1.04016	
70	0.33551	
70.25	2.76352	
70.5	3.97198	
70.75	3.1312	
71	4.11298	
71.25	3.11987	
71.5	3.04398	
71.75	4.82788	
72	5.02924	
72.25	3.7908	
72.5	2.35178	
72.75	3.59744	
73	1.09677	
73.25	3.07632	
73.5	3.27664	
73.75	2.65887	
74	3.92365	
74.25	2.51196	
74.5	0.689117	
74.75	0.440125	
75	2.89941	
75.25	0.639069	
75.5	4.19339	
75.75	0.75061	
76	1.18491	
76.25	0.556396	
76.5	0.825348	
76.75	1.66666	
77	1.56528	
77.25	1.12848	
77.5	1.10779	
77.75	0.416321	
78	1.93967	
78.25	1.69815	
78.5	1.60202	
78.75	2.39709	
79	0.828674	
79.25	1.77728	
79.5	3.80109	
79.75	0.935883	
80	0.604523	
80.25	0.697144	
80.5	0.756866	
80.75	1.55353	
81	1.09256	
81.25	2.46741	
81.5	1.53882	
81.75	0.735413	
82	1.80139	
82.25	1.64532	
82.5	1.8269	
82.75	1.7793	
83	1.84506	
83.25	1.79312	
83.5	1.37491	
83.75	1.54892	
84	0.95932	
84.25	1.08755	
84.5	1.07718	
84.75	1.7554	
85	1.86813	
85.25	0.670685	
85.5	2.44589	
85.75	1.27432	
86	1.10416	
86.25	0.313843	
86.5	0.11676	
86.75	2.0564	
87	1.83905	
87.25	1.58813	
87.5	0.290894	
87.75	0.750366	
88	1.40012	
88.25	2.1423	
88.5	1.52023	
88.75	0.976074	
89	1.24158	
89.25	0.606659	
89.5	1.1076	
89.75	1.12164	
90	0.623169	
90.25	1.32675	
90.5	1.03006	
90.75	0.959686	
91	0.987244	
91.25	1.08185	
91.5	1.37897	
91.75	0.71698	
92	1.00858	
92.25	1.4281	
92.5	0.968689	
92.75	1.35715	
93	0.968658	
93.25	1.52844	
93.5	1.41785	
93.75	0.994415	
94	0.91748	
94.25	0.881714	
94.5	0.547455	
94.75	1.18015	
95	0.643127	
95.25	1.12399	
95.5	1.9437	
95.75	0.687134	
96	0.863281	
96.25	1.69839	
96.5	0.935822	
96.75	0.797211	
97	0.818695	
97.25	0.369324	
97.5	1.45264	
97.75	0.842255	
98	0.270294	
98.25	0.0893555	
98.5	0.139984	
98.75	0.734497	
99	0.405457	
99.25	0.667603	
99.5	0.159943	
99.75	0.68042	
100	0.594788	
100.25	0.393982	
100.5	0.808594	
100.75	0.526459	
101	0.629578	
