Frequency - Plot 0	Amplitude - Plot 0	
1	0.0439148	
1.25	8.17819	
1.5	9.94766	
1.75	9.94766	
2	9.94766	
2.25	9.94766	
2.5	9.93765	
2.75	9.93765	
3	9.98721	
3.25	10.0097	
3.5	10.0097	
3.75	10.0097	
4	10.0995	
4.25	10.0995	
4.5	10.1116	
4.75	10.1116	
5	10.1003	
5.25	10.0768	
5.5	10.1931	
5.75	10.1931	
6	10.3177	
6.25	10.3531	
6.5	10.4621	
6.75	10.4435	
7	10.4543	
7.25	10.494	
7.5	10.5616	
7.75	10.5646	
8	10.5516	
8.25	10.5516	
8.5	10.5367	
8.75	10.5367	
9	10.5367	
9.25	10.5684	
9.5	10.6457	
9.75	10.6457	
10	10.5747	
10.25	10.5047	
10.5	10.5047	
10.75	10.7179	
11	10.597	
11.25	10.597	
11.5	11.0507	
11.75	11.0459	
12	11.0895	
12.25	11.0895	
12.5	11.0895	
12.75	11.3275	
13	11.3275	
13.25	11.3275	
13.5	11.1943	
13.75	11.1943	
14	11.3583	
14.25	11.3356	
14.5	11.3961	
14.75	11.3961	
15	11.0926	
15.25	11.0658	
15.5	11.582	
15.75	11.582	
16	11.6672	
16.25	11.8708	
16.5	11.8859	
16.75	12.0369	
17	11.8102	
17.25	11.8102	
17.5	11.9568	
17.75	11.8752	
18	12.3648	
18.25	12.5008	
18.5	12.412	
18.75	12.3971	
19	12.3971	
19.25	12.4299	
19.5	12.0129	
19.75	12.1501	
20	12.1501	
20.25	12.2816	
20.5	12.7058	
20.75	12.6048	
21	12.6293	
21.25	12.6293	
21.5	12.494	
21.75	11.813	
22	12.9216	
22.25	13.1671	
22.5	13.1671	
22.75	13.2845	
23	13.3963	
23.25	13.127	
23.5	13.2643	
23.75	13.7309	
24	13.6656	
24.25	13.6656	
24.5	13.7903	
24.75	13.2059	
25	13.7058	
25.25	13.7058	
25.5	13.8341	
25.75	14.2394	
26	14.3014	
26.25	14.3014	
26.5	14.4976	
26.75	13.7012	
27	13.5099	
27.25	13.5099	
27.5	13.1787	
27.75	13.2039	
28	13.2039	
28.25	13.253	
28.5	12.9351	
28.75	11.2167	
29	13.0227	
29.25	12.4249	
29.5	12.4249	
29.75	10.9593	
30	10.4717	
30.25	10.799	
30.5	11.0916	
30.75	11.0916	
31	9.50821	
31.25	7.80637	
31.5	7.80637	
31.75	6.52087	
32	7.04929	
32.25	7.33398	
32.5	7.58786	
32.75	6.25629	
33	6.88895	
33.25	6.41663	
33.5	6.21002	
33.75	7.01605	
34	5.76337	
34.25	5.79199	
34.5	4.85864	
34.75	5.96729	
35	4.82574	
35.25	6.00961	
35.5	6.02814	
35.75	5.88135	
36	5.33487	
36.25	5.77264	
36.5	5.52115	
36.75	5.14966	
37	5.42242	
37.25	6.36765	
37.5	4.95737	
37.75	6.00684	
38	4.97845	
38.25	5.3696	
38.5	5.7377	
38.75	5.56897	
39	4.68451	
39.25	5.09622	
39.5	4.42435	
39.75	4.20471	
40	4.52484	
40.25	4.98032	
40.5	4.87393	
40.75	5.21255	
41	4.20221	
41.25	4.80676	
41.5	4.17609	
41.75	3.61545	
42	4.34216	
42.25	5.7019	
42.5	3.57394	
42.75	5.09845	
43	3.9422	
43.25	3.9422	
43.5	3.25586	
43.75	2.02087	
44	3.09009	
44.25	3.6745	
44.5	4.01971	
44.75	3.27432	
45	3.27432	
45.25	3.81479	
45.5	2.27863	
45.75	2.76248	
46	4.1077	
46.25	3.49271	
46.5	4.53497	
46.75	1.72931	
47	3.65506	
47.25	2.97739	
47.5	5.92419	
47.75	0.618652	
48	4.48105	
48.25	3.17264	
48.5	3.086	
48.75	7.33722	
49	6.04453	
49.25	6.04453	
49.5	2.81073	
49.75	4.05203	
50	1.12848	
50.25	1.59958	
50.5	1.1236	
50.75	6.3363	
51	1.82333	
51.25	5.561	
51.5	4.04431	
51.75	3.75537	
52	7.20721	
52.25	5.30588	
52.5	5.30588	
52.75	4.1044	
53	1.87546	
53.25	3.37561	
53.5	5.1553	
53.75	2.39105	
54	4.81152	
54.25	4.82648	
54.5	1.7196	
54.75	2.07935	
55	5.08893	
55.25	2.96188	
55.5	2.96188	
55.75	2.00067	
56	3.27689	
56.25	1.80176	
56.5	2.96521	
56.75	0.861511	
57	1.5004	
57.25	1.12781	
57.5	0.403748	
57.75	1.12668	
58	0.631958	
58.25	0.760742	
58.5	1.46722	
58.75	3.07425	
59	2.20374	
59.25	0.901337	
59.5	3.50516	
59.75	1.33472	
60	5.26379	
60.25	4.89307	
60.5	1.52728	
60.75	1.04196	
61	1.19821	
61.25	1.2981	
61.5	1.42358	
61.75	1.95355	
62	1.34161	
62.25	1.03476	
62.5	1.60645	
62.75	1.21255	
63	1.92416	
63.25	0.487122	
63.5	1.08377	
63.75	1.18872	
64	2.35608	
64.25	1.31473	
64.5	2.48563	
64.75	0.687134	
65	1.33652	
65.25	2.25372	
65.5	2.19528	
65.75	1.89108	
66	1.82578	
66.25	1.59189	
66.5	1.50204	
66.75	1.87225	
67	1.59537	
67.25	2.34457	
67.5	1.81305	
67.75	1.06436	
68	1.0325	
68.25	1.91205	
68.5	0.114868	
68.75	0.991455	
69	3.70401	
69.25	3.01529	
69.5	2.71799	
69.75	2.38181	
70	2.25058	
70.25	2.68692	
70.5	2.96671	
70.75	2.37091	
71	3.03717	
71.25	2.46323	
71.5	2.9566	
71.75	2.90408	
72	2.98053	
72.25	2.8064	
72.5	2.94675	
72.75	2.69351	
73	2.87701	
73.25	3.33307	
73.5	3.97617	
73.75	2.00092	
74	3.41949	
74.25	3.05048	
74.5	3.03781	
74.75	3.32581	
75	1.65457	
75.25	2.07706	
75.5	3.16022	
75.75	2.35736	
76	3.00073	
76.25	3.38614	
76.5	2.98175	
76.75	2.728	
77	4.02411	
77.25	3.05087	
77.5	4.53656	
77.75	3.43616	
78	4.70926	
78.25	3.01086	
78.5	3.87857	
